No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
2,22/03/2023,Vente,250000.0,,,RTE,0127,DE L ANGOUINIERE,85000.0,ROCHE SUR YON (LA),85,191,,YR,93,,,,,,,,,,,,0,,,,,S,,607.0
1,03/08/2023,Vente,76400.0,60.0,,RUE,9030,VANNERIE,21000.0,DIJON,21,231,,BO,291,,12.0,"19,21",,,,,,,,,1,2.0,Appartement,17.0,1.0,,,
1,08/11/2023,Vente,208540.0,560.0,,RTE,0028,DE BONNANECH,82800.0,PUYGAILLARD-DE-QUERCY,82,145,,D,740,,,,,,,,,,,,0,1.0,Maison,60.0,3.0,T,,3374.0
1,06/01/2023,Vente,60000.0,65.0,,AV,0093,GEORGES CLEMENCEAU,85540.0,MOUTIERS-LES-MAUXFAITS,85,156,,AK,124,,,,,,,,,,,,0,,,,,S,,235.0
1,30/06/2023,Vente,200000.0,17.0,,RUE,0043,DU GENERAL DE GAULLE,2340.0,MONTCORNET,2,502,,A,285,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,400.0,0.0,S,,2043.0
1,28/07/2023,Vente,418970.0,24.0,,AV,5125,PIERRE LEFAUCHEUX,92100.0,BOULOGNE-BILLANCOURT,92,12,,BD,153,,1208.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,12/12/2023,Vente,148300.0,20.0,,IMP,0471,LOUIS BLANC,60160.0,MONTATAIRE,60,414,,AY,722,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,447.0
1,26/05/2023,Vente,115000.0,9.0,B,AV,0560,DE CHEVENE,74000.0,ANNECY,74,10,,DL,22,,26,"18,01",9.0,,,,,,,,2,2.0,Appartement,25.0,1.0,,,
1,01/06/2023,Vente,465000.0,6.0,,RUE,0280,FERDINAND HENRI,14390.0,VARAVILLE,14,724,,AA,87,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,AG,,443.0
1,30/05/2023,Vente,150000.0,,,,B021,LE VILLAGE,80140.0,NESLETTE,80,587,,AB,57,,,,,,,,,,,,0,,,,,P,,1403.0
1,13/01/2023,Vente,320805.0,2.0,,RUE,0141,DU 8 MAI 1945,37520.0,LA RICHE,37,195,,AP,876,,109.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,17/10/2023,Vente,72400.0,,,,B031,LUZIN,42410.0,CHAVANAY,42,56,,AC,216,,,,,,,,,,,,0,,,,,AB,,268.0
1,21/08/2023,Vente,149000.0,1.0,,ALL,0882,DE BERNE,35200.0,RENNES,35,238,,LR,153,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,835.0
1,08/09/2023,Vente,390000.0,15.0,B,RUE,4827,DES JARDINIERS,75012.0,PARIS 12,75,112,,BS,31,,7,"40,10",,,,,,,,,1,2.0,Appartement,37.0,2.0,,,
1,10/02/2023,Vente,1180000.0,22.0,,RUE,1380,AU PAIN,78100.0,SAINT-GERMAIN-EN-LAYE,78,551,,AI,1142,,,,,,,,,,,,0,2.0,Appartement,19.0,1.0,S,,128.0
1,22/12/2023,Vente,136500.0,60.0,,BD,3180,LOBAU,54000.0,NANCY,54,395,,BC,110,,7,"32,50",,,,,,,,,1,2.0,Appartement,30.0,2.0,,,
1,23/10/2023,Vente,86000.0,,,RUE,0143,DES VENDANGES,66600.0,PEYRESTORTES,66,138,,AD,314,,35,,,,,,,,,,1,2.0,Appartement,38.0,2.0,,,
1,18/09/2023,Vente,111486.0,,,,B111,PUECH PAILLIES,34370.0,MARAUSSAN,34,148,,BO,34,,,,,,,,,,,,0,,,,,VI,,1569.0
1,20/04/2023,Vente en l'état futur d'achèvement,466500.0,24.0,,RUE,5980,RENAN,69007.0,LYON 7EME,69,387,,AW,58,,38.0,,,,,,,,,,1,,,,,,,
1,07/07/2023,Vente,33000.0,,,,B003,CANTON DU CHAMP POURRI,59553.0,CUINCY,59,165,,AK,48,,,,,,,,,,,,0,,,,,T,,22165.0
1,08/08/2023,Vente,100000.0,34.0,,RTE,0253,DU POIRIER VERT,89320.0,CERISIERS,89,66,,F,853,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1000.0
1,02/05/2023,Vente,62000.0,,,,B049,LA FOSSE AUX BRUNES,51230.0,PLEURS,51,432,,YA,3,,,,,,,,,,,,0,,,,,T,,5050.0
1,21/06/2023,Vente,800.0,,,,B003,BEL AIR,89290.0,JUSSY,89,212,,D,494,,,,,,,,,,,,0,,,,,L,,1688.0
1,23/08/2023,Vente,318500.0,15.0,C,BD,0235,NATIONAL,30150.0,ROQUEMAURE,30,221,,AH,1325,,,,,,,,,,,,0,1.0,Maison,197.0,4.0,S,,1165.0
2,06/12/2023,Vente,1054000.0,3.0,,ALL,0085,AIME DE LA ROCHEFOUCAULD,37200.0,TOURS,37,261,,DK,94,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,,,
1,07/03/2023,Vente,132249.0,5117.0,,,B547,LE VERDIER,63890.0,SAINT-AMANT-ROCHE-SAVINE,63,314,,ZT,72,,,,,,,,,,,,0,1.0,Maison,90.0,3.0,S,,230.0
1,29/06/2023,Vente,680000.0,,,,B067,LES SABLES,36120.0,ETRECHET,36,71,,A,92,,,,,,,,,,,,0,,,,,T,,1364.0
1,27/01/2023,Vente,76000.0,20.0,,PAS,0005,BARBEROUSSE,11430.0,GRUISSAN,11,170,,AV,7,,113.0,,,,,,,,,,1,2.0,Appartement,29.0,1.0,,,
1,07/09/2023,Vente,53000.0,102.0,,RUE,1160,CHARLET,18000.0,BOURGES,18,33,,BT,201,,4.0,,9.0,,,,,,,,2,2.0,Appartement,37.0,2.0,,,
1,02/06/2023,Vente,230500.0,10.0,,RUE,3100,LOUIS DAVID,66000.0,PERPIGNAN,66,136,,AS,316,,,,,,,,,,,,0,1.0,Maison,114.0,3.0,S,,121.0
1,15/03/2023,Vente,22708.78,,,,B031,CHAPE,43230.0,CHASSAGNES,43,63,,AE,2,,,,,,,,,,,,0,,,,,BR,SAPIN,3370.0
1,26/06/2023,Vente,293400.0,1.0,,PL,0058,CHARLES DE GAULLE,63240.0,MONT-DORE,63,236,,AC,133,,10.0,"69,25",11.0,"116,65",2.0,,5.0,,,,4,2.0,Appartement,120.0,4.0,,,
1,27/06/2023,Vente,200150.0,,,,B004,CHAMP ROND,39600.0,GRANGE DE VAIVRE,39,259,,AO,45,,,,,,,,,,,,0,,,,,T,,1958.0
2,19/04/2023,Vente,20000.0,,,CHE,0442,DUFOURG LES HAUTS,97490.0,SAINT DENIS,974,11,,IZ,237,,,,,,,,,,,,0,,,,,T,,19.0
1,09/03/2023,Vente,111825.0,7.0,,RUE,0032,DE LA CHAMPAGNE,22650.0,BEAUSSAIS-SUR-MER,22,209,,AK,268,,,,,,,,,,,,0,1.0,Maison,66.0,3.0,S,,232.0
1,13/09/2023,Vente,3870.4,,,,B002,LE BARBERET,73200.0,PALLUD,73,196,,A,878,,,,,,,,,,,,0,,,,,P,,550.0
1,06/07/2023,Vente en l'état futur d'achèvement,409000.0,,,,,,,MAISONS ALFORT,94,46,,B,272,,106.0,,,,,,,,,,1,,,,,,,
1,13/09/2023,Vente,386000.0,85.0,B,RUE,0550,DE LA CORNICHE,44700.0,ORVAULT,44,114,,CM,455,,,,,,,,,,,,0,1.0,Maison,107.0,4.0,S,,160.0
1,29/11/2023,Vente,261500.0,9.0,,RUE,0157,DU MOULIN,71620.0,MONTCOY,71,312,,A,261,,,,,,,,,,,,0,1.0,Maison,180.0,5.0,AG,,1470.0
1,13/11/2023,Vente,180550.0,92.0,,RUE,0595,DE BLANZAT,63100.0,CLERMONT FERRAND,63,113,,LO,119,,54.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,02/11/2023,Vente,380000.0,9001.0,,RES,A011,EDEN PARK,83220.0,LE PRADET,83,98,,BL,30,,266.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,07/07/2023,Vente,412350.7,,,,B067,CAVAGNOL,81500.0,LAVAUR,81,140,,D,455,,,,,,,,,,,,0,,,,,T,,6210.0
1,29/03/2023,Vente,155000.0,69.0,,AV,0121,DE BORDEAUX,17240.0,SAINT-GENIS-DE-SAINTONGE,17,331,,A,1334,,,,,,,,,,,,0,1.0,Maison,95.0,4.0,S,,647.0
1,11/10/2023,Vente,1500.0,151.0,,RUE,1990.0,DU CHEVALERET,75013.0,PARIS 13,75,113,,BK,48,,55,,,,,,,,,,1,2.0,Appartement,29.0,2.0,,,
1,02/08/2023,Vente,380000.0,5.0,,ALL,0095,DES NOISETIERS,1500.0,AMBRONAY,1,7,,AC,43,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,735.0
1,20/10/2023,Vente,115000.0,3.0,,RUE,1180,DE PARIS,77220.0,GRETZ-ARMAINVILLIERS,77,215,,B,445,,640.0,,672.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,06/05/2023,Vente,90000.0,,,,B527,LES MOUREAUX,50200.0,SAUSSEY,50,568,,C,417,,,,,,,,,,,,0,,,,,PP,HERB,10060.0
1,27/12/2023,Vente,29380.0,27.0,,RUE,6177,DE LA PASSAGERE,35400.0,SAINT-MALO,35,288,,AZ,509,,,,,,,,,,,,0,,,,,J,POTAG,126.0
1,27/01/2023,Vente,29295.0,,,,B036,LOCQUINGHEN,62720.0,RETY,62,705,,A,230,,,,,,,,,,,,0,,,,,P,,7059.0
1,24/02/2023,Vente,389000.0,71.0,,CLOS,0691,DU SOLEIL D ARBOIS,74170.0,SAINT GERVAIS LES BAINS,74,236,,H,3589,,804.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,17/02/2023,Vente,438400.0,26.0,,RUE,2511,DAGORNO,75012.0,PARIS 12,75,112,,BZ,40,,349,"41,32",350,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,28/09/2023,Vente,283050.0,47.0,,MTE,0095,DES LILAS,69730.0,GENAY,69,278,,AL,654,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,13.0
1,15/05/2023,Vente,245000.0,55.0,,BD,2379,DE L'ETNA,34300.0,AGDE,34,3,,KW,469,,118.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,07/03/2023,Vente,10000.0,5426.0,,RUE,0400,DE LA MOTHE,8210.0,MOUZON,8,311,,AN,362,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,39.0
1,12/06/2023,Vente,91000.0,,,,B022,LE COURTON,63114.0,COUDES,63,121,,AH,194,,,,,,,,,,,,0,,,,,J,,193.0
1,26/09/2023,Vente,116000.4,,,,B052,PASQUALET,31430.0,POUY DE TOUGES,31,436,,C,507,,,,,,,,,,,,0,,,,,T,,44917.0
1,28/02/2023,Vente,133210.0,9001.0,,RES,A727,LE PARC,33170.0,GRADIGNAN,33,192,,CE,76,,324.0,,,,,,,,,,1,2.0,Appartement,35.0,1.0,,,
1,16/06/2023,Vente,16000.0,,,,B015,CROIX DE COULAUX,19150.0,LAGUENNE-SUR-AVALOUZE,19,101,,B,95,,,,,,,,,,,,0,,,,,L,BRUY,8040.0
1,02/05/2023,Vente,138500.0,9001.0,,PAS,0105,ALAIN GERBAULT,76620.0,LE HAVRE,76,351,,RD,219,,14.0,"69,57",6.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,17/05/2023,Vente,55000.0,4.0,,RUE,0200,DU MARECHAL JOFFRE,10130.0,ERVY LE CHATEL,10,140,,AC,60,,,,,,,,,,,,0,1.0,Maison,76.0,3.0,S,,166.0
1,02/06/2023,Vente,286525.0,32.0,,RUE,0093,DU QUART BORGNE,71390.0,MESSEY-SUR-GROSNE,71,296,,ZI,83,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1285.0
1,08/03/2023,Vente,38800.0,,,,B020,FOND DU CAMP DUMONT,80140.0,RAMBURES,80,663,,ZB,12,,,,,,,,,,,,0,,,,,T,,10870.0
1,06/06/2023,Vente,330202.0,,,,B008,CHAMP LA PAULE,25870.0,MONCEY,25,382,,ZB,183,,,,,,,,,,,,0,,,,,T,,713.0
1,27/01/2023,Vente,14785000.0,22.0,,RUE,4875,JEAN DAUDIN,75015.0,PARIS 15,75,115,,CD,21,,,,,,,,,,,,0,2.0,Appartement,48.0,3.0,S,,670.0
1,31/03/2023,Vente,52500.0,,,AV,1430,DU GENERAL PATTON,51000.0,CHALONS EN CHAMPAGNE,51,108,,AE,369,,,,,,,,,,,,0,,,,,S,,65.0
1,09/02/2023,Vente,70000.0,20.0,,RUE,0021,GABRIEL PERI,2420.0,NAUROY,2,539,,A,394,,,,,,,,,,,,0,1.0,Maison,121.0,4.0,S,,535.0
1,14/12/2023,Vente,26770.0,,,,B019,BOIS DE GAL,82130.0,L HONOR-DE-COS,82,76,,AC,151,,,,,,,,,,,,0,,,,,T,,2038.0
1,16/05/2023,Vente,190000.0,16.0,,RUE,0058,DES SABLONS,27460.0,IGOVILLE,27,348,,C,1679,,,,,,,,,,,,0,1.0,Maison,77.0,4.0,S,,177.0
1,09/12/2023,Vente,45000.0,18.0,,,B509,LA HURLAIS,35133.0,PARIGNE,35,215,,A,522,,,,,,,,,,,,0,,,,,S,,2028.0
1,07/07/2023,Vente,170350.0,69.0,,RUE,0590,DE LA RESISTANCE,59118.0,WAMBRECHIES,59,636,,D,768,,1.0,,15.0,,26.0,,,,,,3,3.0,Dépendance,0.0,0.0,,,
1,24/11/2023,Echange,900000.0,,,,B008,LA COUTURE,62232.0,FOUQUEREUIL,62,349,,AK,171,,,,,,,,,,,,0,,,,,T,,656.0
1,20/07/2023,Vente,1020.0,,,,B204,AU HAUT MEIX,88520.0,BAN-DE-LAVELINE,88,32,,B,2037,,,,,,,,,,,,0,,,,,T,,94.0
1,01/12/2023,Vente,178000.0,36.0,,RUE,3740,JEANNE D ARC,33250.0,PAUILLAC,33,314,,AS,102,,,,,,,,,,,,0,,,,,AB,,367.0
1,20/02/2023,Vente,199000.0,1.0,C,AV,4010,GEORGES CLEMENCEAU,51100.0,REIMS,51,454,,CK,312,,71.0,"93,80",,,,,,,,,1,2.0,Appartement,91.0,4.0,,,
1,13/01/2023,Vente,171500.0,42.0,,AV,5789,MAURICE BOURGES-MAUNOURY,31200.0,TOULOUSE,31,555,831.0,AW,618,,94.0,"60,45",,,,,,,,,1,2.0,Appartement,60.0,3.0,,,
1,26/10/2023,Vente,5000.0,,,,B114,LAS PEYRADES,81350.0,VALDERIES,81,306,,D,209,,,,,,,,,,,,0,,,,,L,FRICH,2788.0
1,31/05/2023,Vente en l'état futur d'achèvement,6250000.0,54.0,,RUE,1920,MARECHAL FOCH,42300.0,ROANNE,42,187,,AL,903,,411.0,,,,,,,,,,1,,,,,,,
1,14/06/2023,Vente,42000.0,5002.0,F,,B048,LE VILLAGE,66360.0,OREILLA,66,128,,AB,57,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,26.0
1,03/08/2023,Vente,272500.0,42.0,,RUE,1100,DES FOSSES DE LA BARRE,61000.0,ALENCON,61,1,,BX,229,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,162.0
1,22/12/2023,Vente,102000.0,,,,B013,LA BESSEYRE,43440.0,CHASSIGNOLLES,43,64,,AT,656,,,,,,,,,,,,0,,,,,BT,,314.0
1,12/01/2023,Vente,670000.0,285.0,,BD,0135,ALPHONSE JUIN,83700.0,SAINT RAPHAEL,83,118,,AW,127,,,,,,,,,,,,0,1.0,Maison,171.0,6.0,AG,,895.0
1,14/06/2023,Vente,220000.0,38.0,,RUE,0226,DES ROSIERS,85420.0,RIVES-D'AUTISE,85,162,168.0,AE,91,,,,,,,,,,,,0,1.0,Maison,111.0,5.0,S,,644.0
1,13/07/2023,Vente,12542611.0,5622.0,F,,B262,LA MAUGEE,97232.0,LE LAMENTIN,972,13,,AS,622,,,,,,,,,,,,0,2.0,Appartement,76.0,4.0,S,,26027.0
1,12/12/2023,Vente,47500.0,37.0,,RUE,1360,DU VAL D OR,92210.0,SAINT-CLOUD,92,64,,AC,13,,379.0,"8,77",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,19/09/2023,Vente,3000.0,,,,B032,LA BOUCARADE,24300.0,ABJAT-SUR-BANDIAT,24,1,,C,662,,,,,,,,,,,,0,,,,,T,,6512.0
1,28/11/2023,Vente,110000.0,,,,B059,LES LANDES,61330.0,TORCHAMP,61,487,,A,49,,,,,,,,,,,,0,,,,,P,,2805.0
1,21/02/2023,Vente,235000.0,64.0,,RUE,3395,DES FAURES,33000.0,BORDEAUX,33,63,,DO,260,,8.0,"43,00",,,,,,,,,1,2.0,Appartement,43.0,2.0,,,
1,22/09/2023,Vente,42488.0,,,,B611,LEURMEL,22370.0,PLENEUF-VAL-ANDRE,22,186,,C,473,,,,,,,,,,,,0,,,,,T,,3281.0
1,05/09/2023,Vente,235000.0,4.0,,RUE,0100,JEAN JAURES,78560.0,PORT-MARLY (LE),78,502,,AB,17,,10.0,,5.0,,8.0,,,,,,3,3.0,Dépendance,0.0,0.0,,,
1,07/07/2023,Vente,260000.0,8.0,,RUE,0191,DE LA LOGE,77440.0,COCHEREL,77,120,,A,845,,,,,,,,,,,,0,,,,,AG,,222.0
1,05/04/2023,Vente,106000.0,1278.0,,RTE,2465,DE GANGES,34090.0,MONTPELLIER,34,172,,AP,176,,1055.0,"26,09",,,,,,,,,1,2.0,Appartement,27.0,1.0,,,
1,22/02/2023,Vente,10800.0,111.0,,AV,4740,JOFFRE,93800.0,EPINAY SUR SEINE,93,31,,S,200,,70,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,16/01/2023,Vente,576980.0,47.0,,AV,0124,BERGERON,69260.0,CHARBONNIERES-LES-BAINS,69,44,,AK,66,,171,,186.0,"109,34",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,16/11/2023,Vente,1.0,,,,B085,PRES DE LA GARDE,89240.0,BEAUVOIR,89,33,,A,600,,,,,,,,,,,,0,,,,,BT,,1000.0
1,21/12/2023,Vente,144491.72,,,,B090,LES LAUNES,13560.0,SENAS,13,105,,AD,367,,,,,,,,,,,,0,,,,,AB,,798.0
1,02/05/2023,Vente,61000.0,,,,B005,LA FOSSE AU BOSSU,27930.0,ANGERVILLE LA CAMPAGNE,27,17,,ZA,512,,,,,,,,,,,,0,,,,,AB,,483.0
1,18/10/2023,Vente,116000.0,6.0,,RUE,0185,DE LA FONTAINE,91640.0,VAUGRIGNEUSE,91,634,,B,636,,113.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,18/09/2023,Vente,70000.0,,,,D607,LE CLOS HAMEL - QUETTETOT,50260.0,BRICQUEBEC-EN-COTENTIN,50,82,418.0,B,446,,,,,,,,,,,,0,,,,,BT,,82540.0
1,25/10/2023,Vente,255500.0,4.0,,RUE,1600,CHANOINE BORDET,21000.0,DIJON,21,231,,DW,128,,,,,,,,,,,,0,1.0,Maison,103.0,6.0,S,,538.0
1,25/10/2023,Vente,151000.0,22.0,,RUE,0780,VICTOR HUGO,59233.0,MAING,59,369,,A,3439,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,J,POTAG,960.0
1,30/03/2023,Vente,130000.0,10.0,,RUE,0145,HENRY DUNANT,28600.0,LUISANT,28,220,,AB,410,,,,,,,,,,,,0,,,,,S,,20.0
1,13/06/2023,Vente,195000.0,9.0,,CHE,0020,D'ARRIEULA,64160.0,SAINT ARMOU,64,470,,A,875,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,AG,,800.0
1,18/01/2023,Vente,22000.0,338.0,,BD,1030,STANISLAS BOREL,6210.0,MANDELIEU-LA-NAPOULE,6,79,,BX,100,,121,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,19/07/2023,Vente en l'état futur d'achèvement,718000.0,,,,B067,LA TETE,73590.0,COHENNOZ,73,88,,C,800,,98,,,,,,,,,,1,,,,,,,
1,16/11/2023,Vente,90479.6,,,,B716,PLAISANCE,72540.0,JOUE EN CHARNIE,72,149,,ZC,40,,,,,,,,,,,,0,,,,,T,,9050.0
1,28/08/2023,Vente,76000.0,39.0,,RUE,5870,PIERRE DELIRY,71100.0,CHALON-SUR-SAONE,71,76,,CZ,138,,124.0,"55,30",128.0,,138.0,,,,,,3,3.0,Dépendance,0.0,0.0,,,
1,29/09/2023,Vente,75000.0,90.0,,AV,0321,JEAN BAPTISTE CLEMENT,34130.0,MAUGUIO,34,154,,CK,480,,31.0,,,,,,,,,,1,2.0,Appartement,56.0,3.0,,,
1,26/10/2023,Vente en l'état futur d'achèvement,4221675.5,,,BD,0246,DU PRESIDENT J F KENNEDY,28600.0,LUISANT,28,220,,AK,702,,38.0,,,,,,,,,,1,,,,,,,
2,18/10/2023,Vente,264500.0,475.0,,RUE,2185,DU COMBAT,82000.0,MONTAUBAN,82,121,,AR,633,,,,,,,,,,,,0,2.0,Appartement,63.0,3.0,,,
1,20/04/2023,Vente,310000.0,555.0,,RUE,0280,JEAN BAPTISTE LEBAS,59552.0,LAMBRES LEZ DOUAI,59,329,,B,278,,,,,,,,,,,,0,1.0,Maison,133.0,6.0,S,,633.0
1,30/01/2023,Vente,150000.0,6.0,,RUE,3260,O QUIN,64000.0,PAU,64,445,,CO,377,,14.0,"57,60",,,,,,,,,1,2.0,Appartement,56.0,2.0,,,
1,14/12/2023,Vente,380700.0,,,,B165,A MENICHOT,32190.0,VIC-FEZENSAC,32,462,,BD,102,,,,,,,,,,,,0,,,,,S,,406.0
1,11/04/2023,Vente,130000.0,5027.0,,,B069,TERROIR MIROT,3150.0,RONGERES,3,215,,ZB,14,,,,,,,,,,,,0,1.0,Maison,104.0,4.0,P,,1500.0
1,10/05/2023,Vente,250000.0,1.0,,RUE,0193,RES CLOS DU CHATEAU,91160.0,BALLAINVILLIERS,91,44,,AE,126,,17.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,09/02/2023,Vente,181630.0,7.0,,PL,0190,DE L EGLISE,12450.0,LUC-LA-PRIMAUBE,12,133,,AI,34,,,,,,,,,,,,0,1.0,Maison,66.0,4.0,S,,529.0
1,09/01/2023,Vente,105000.0,7.0,,HLM,A040,RUE CH BAUDELAIRE,6100.0,NICE,6,88,,EI,93,,704,,736,,,,,,,,2,2.0,Appartement,27.0,1.0,,,
1,13/07/2023,Vente,522500.0,4.0,,,B014,COULMET,10450.0,BREVIANDES,10,60,,AP,158,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,815.0
1,02/10/2023,Vente en l'état futur d'achèvement,143277.0,,,RUE,1431,CARNOT,93000.0,BOBIGNY,93,8,,AF,564,,36107,"18,66",,,,,,,,,1,,,,,,,
1,25/09/2023,Vente,6800000.0,,,BD,0730,CHANZY,62200.0,BOULOGNE SUR MER,62,160,,BD,229,,,,,,,,,,,,0,,,,,S,,12.0
1,08/03/2023,Vente en l'état futur d'achèvement,312104.0,,,RUE,1840,LAKANAL,78500.0,SARTROUVILLE,78,586,,AE,397,,25.0,,,,,,,,,,1,,,,,,,
1,30/11/2023,Vente,5071.8,,,,B211,SUR RODIERE,1450.0,PONCIN,1,303,,H,95,,,,,,,,,,,,0,,,,,P,,1767.0
1,13/03/2023,Vente,64000.0,25.0,,AV,0420,LOUIS GANNE,3430.0,COSNE-D ALLIER,3,84,,AP,165,,,,,,,,,,,,0,1.0,Maison,47.0,3.0,S,,463.0
1,29/03/2023,Vente,125500.0,18.0,,RUE,0380,DE LA REPUBLIQUE,28110.0,LUCE,28,218,,AK,358,,183.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,28/02/2023,Vente,250000.0,99.0,,RUE,3780,ERNEST LANDRIEAU,85340.0,SABLES-D'OLONNE (LES),85,194,166.0,AW,368,,157,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,08/12/2023,Vente,232720.0,5009.0,,,B015,BOURG DE BONGHEAT,63160.0,BONGHEAT,63,44,,B,2199,,,,,,,,,,,,0,1.0,Maison,130.0,6.0,S,,480.0
1,07/07/2023,Vente,21296.0,,,,B007,CHEMIN DE BERNES,2490.0,VENDELLES,2,774,,ZE,7,,,,,,,,,,,,0,,,,,T,,2880.0
1,23/08/2023,Vente,180000.0,,,,B679,LE PETIT AUVAIS,44520.0,LE GRAND-AUVERNE,44,65,,ZH,70,,,,,,,,,,,,0,,,,,P,,4985.0
1,22/06/2023,Vente,225000.0,29.0,,RUE,3185,NELSON MANDELA,64000.0,PAU,64,445,,EI,551,,,,,,,,,,,,0,1.0,Maison,117.0,4.0,S,,385.0
1,27/04/2023,Vente,6000.0,9001.0,,PL,8422,TEL AVIV,31100.0,TOULOUSE,31,555,840.0,BK,208,,232.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,30/01/2023,Vente,300000.0,2.0,,LOT,A025,GUERIT,17310.0,SAINT-PIERRE-D'OLERON,17,385,,BN,348,,,,,,,,,,,,0,1.0,Maison,63.0,4.0,S,,525.0
1,31/05/2023,Vente,140000.0,23.0,,RUE,0185,DES COLVERTS,53300.0,AMBRIERES-LES-VALLEES,53,3,,ZO,122,,,,,,,,,,,,0,1.0,Maison,88.0,5.0,S,,806.0
1,06/07/2023,Vente,106573.78,,,,B180,LA ROUCHE,79100.0,SAINT-LEGER-DE-MONTBRUN,79,265,,ZI,256,,,,,,,,,,,,0,,,,,T,,4470.0
1,09/02/2023,Vente,140000.0,,,LOT,A010,DU PRE DU CURE,18520.0,BENGY-SUR-CRAON,18,27,,AE,64,,,,,,,,,,,,0,,,,,S,,78.0
1,06/07/2023,Vente,286500.0,85.0,,AV,0630,DU CHATEAU D EAU,33700.0,MERIGNAC,33,281,,AN,22,,2.0,"82,60",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,83.0,0.0,,,
1,06/03/2023,Vente,249000.0,62.0,,CHE,8427,DE ST MENET AUX ACCATES,13011.0,MARSEILLE 11EME,13,211,861.0,I,162,,279.0,,,,,,,,,,1,2.0,Appartement,53.0,3.0,,,
2,14/11/2023,Vente,24000.0,,,,B041,L ECOLE,32400.0,SEGOS,32,424,,WB,169,,,,,,,,,,,,0,,,,,T,,5425.0
1,06/03/2023,Vente,228000.0,,,,B066,LAS COSAS,87110.0,LE VIGEN,87,205,,H,216,,,,,,,,,,,,0,,,,,B,CHAT,2135.0
1,08/06/2023,Vente,176000.0,38.0,,TRA,9180,TRIVIER,13012.0,MARSEILLE 12EME,13,212,874.0,Y,1,,57,"63,58",,,,,,,,,1,2.0,Appartement,64.0,4.0,,,
1,05/09/2023,Vente,285000.0,15.0,,RUE,5450,MAL GALLIENI,76600.0,LE HAVRE,76,351,,JH,33,,11.0,"105,91",,,,,,,,,1,2.0,Appartement,106.0,5.0,,,
1,31/10/2023,Vente,140000.0,1.0,,RUE,1964,COLETTE,71100.0,CHALON-SUR-SAONE,71,76,,BM,167,,2.0,,51.0,,52.0,,,,,,3,2.0,Appartement,70.0,3.0,,,
1,14/04/2023,Vente,1360000.0,9001.0,,SEN,0256,DE L'EGLISE,91100.0,VILLABE,91,659,,AC,703,,,,,,,,,,,,0,1.0,Maison,90.0,5.0,S,,272.0
1,14/04/2023,Vente,25500.0,,,,B273,LESPRESSETTES,46240.0,COEUR DE CAUSSE,46,138,110.0,D,513,,,,,,,,,,,,0,,,,,L,PACAG,4871.0
