No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1,28/09/2023,Vente,257000.0,2.0,,RUE,3095,RACINE,92500.0,RUEIL-MALMAISON,92,63,,AN,478,,260.0,"10,00",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,06/07/2023,Vente,92685.0,37.0,,RUE,0540,MARAT,59950.0,AUBY,59,28,,A,1219,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,421.0
1,02/05/2023,Vente,209000.0,54.0,,RUE,0456,AUGUSTE GAL PROLONGEE,6300.0,NICE,6,88,,IW,344,,16,,,,,,,,,,1,2.0,Appartement,48.0,2.0,,,
2,12/05/2023,Vente,1891243.8,520.0,,RUE,0780,DE BEER SHEVA,69009.0,LYON 9EME,69,389,,AR,232,,,,,,,,,,,,0,2.0,Appartement,43.0,2.0,S,,2128.0
2,05/04/2023,Vente,36000.0,,,,B065,LES SOCHES,71200.0,LE CREUSOT,71,153,,A,210,,,,,,,,,,,,0,,,,,P,,21588.0
1,21/03/2023,Vente,4500.0,,,,B158,PRES DE ROSIERE,21130.0,LABERGEMENT-LES-AUXONNE,21,331,,A,613,,,,,,,,,,,,0,,,,,P,,2581.0
1,25/04/2023,Vente,340000.0,21.0,,RUE,8295,ROCROY,75010.0,PARIS 10,75,110,,AB,92,,30.0,"40,92",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,30/05/2023,Vente,138000.0,11.0,,BD,0450,DE LA LIBERTE,62230.0,OUTREAU,62,643,,XB,136,,427.0,,438.0,,440.0,,451.0,,,,4,2.0,Appartement,84.0,4.0,,,
1,28/07/2023,Vente,187000.0,2.0,,RUE,0006,DE L'ABREUVOIR,60690.0,ROY BOISSY,60,557,,C,157,,,,,,,,,,,,0,1.0,Maison,160.0,6.0,S,,2000.0
1,24/10/2023,Vente,89000.0,1.0,,RUE,1738,FRANCOIS MAURIAC,29200.0,BREST,29,19,,BY,179,,1083,"43,53",1084,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,03/03/2023,Vente,749880.0,5400.0,,RTE,0016,DE CHARLEVAL,13980.0,ALLEINS,13,3,,B,1428,,,,,,,,,,,,0,1.0,Maison,156.0,5.0,S,,1542.0
1,24/08/2023,Vente,130000.0,21.0,,,B847,LA PROVOTAIE,56350.0,SAINT-VINCENT-SUR-OUST,56,239,,ZR,42,,,,,,,,,,,,0,1.0,Maison,87.0,4.0,T,,1149.0
1,20/12/2023,Vente,51868.37,11.0,,AV,0265,DES THERMES,4800.0,GREOUX-LES-BAINS,4,94,,C,902,,169.0,,33.0,,,,,,,,2,2.0,Appartement,35.0,2.0,,,
1,03/03/2023,Vente,147000.0,93.0,,RUE,0960,LAFAYETTE,38200.0,VIENNE,38,544,,AS,138,,79.0,,,,,,,,,,1,2.0,Appartement,110.0,4.0,,,
1,29/09/2023,Vente,85000.0,20.0,,RUE,0600,DE LA POSTE,45720.0,COULLONS,45,108,,AB,207,,,,,,,,,,,,0,2.0,Appartement,77.0,4.0,S,,510.0
1,15/03/2023,Vente,165000.0,8.0,,RUE,0680,DES ENAUDS -CHEF DU PONT,50480.0,SAINTE-MERE-EGLISE,50,523,127.0,AB,65,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,498.0
1,14/09/2023,Vente,94050.0,10.0,,RUE,0110,ARSENE VERMENOUZE,15000.0,AURILLAC,15,14,,AH,188,,10.0,,14.0,,,,,,,,2,2.0,Appartement,81.0,3.0,,,
1,01/06/2023,Vente,29170.8,,,,B036,VALLEE DE LA BRAISE,80360.0,MAUREPAS,80,521,,ZH,25,,,,,,,,,,,,0,,,,,T,,181.0
1,16/03/2023,Vente,98000.0,8.0,,AV,0031,D'ANDROMEDE,31700.0,BLAGNAC,31,69,,AD,163,,164.0,,9.0,,,,,,,,2,2.0,Appartement,27.0,1.0,,,
1,06/03/2023,Vente,110000.0,32.0,,IMP,0700,DU ROND POINT,38110.0,LA BATIE-MONTGASCON,38,29,,B,42,,,,,,,,,,,,0,1.0,Maison,96.0,4.0,S,,590.0
1,15/12/2023,Vente,360824.0,47.0,,RUE,0080,JEAN JAURES,59990.0,ESTREUX,59,215,,U,1290,,,,,,,,,,,,0,1.0,Maison,137.0,6.0,S,,130.0
1,30/05/2023,Vente,85000.0,,,,B089,LA CORNEE,77320.0,ST REMY DE LA VANNE,77,432,,AL,112,,,,,,,,,,,,0,,,,,VE,,1268.0
1,23/10/2023,Vente,1700000.0,31.0,,RUE,0935,DU FER A CHEVAL,95200.0,SARCELLES,95,585,,AN,106,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,1100.0,0.0,S,,3617.0
1,25/01/2023,Vente,160000.0,220.0,,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,,CT,132,,7.0,"19,90",,,,,,,,,1,2.0,Appartement,40.0,2.0,,,
1,22/12/2023,Vente,119000.0,21.0,,RUE,1060,DE CHAPELLE,53000.0,LAVAL,53,130,,CI,130,,2,,,,,,,,,,1,2.0,Appartement,65.0,3.0,,,
1,25/08/2023,Vente,30000.0,39.0,,RUE,7172,DE LA PROVIDENCE,31500.0,TOULOUSE,31,555,807.0,AB,277,,2.0,"15,00",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,03/07/2023,Vente,581856.0,,,,B004,BEAUMONT,14730.0,GIBERVILLE,14,301,,AN,216,,,,,,,,,,,,0,,,,,AB,,325.0
1,26/06/2023,Vente,77000.0,8.0,,RUE,6795,REINE BERTHE,76600.0,LE HAVRE,76,351,,CL,117,,21.0,"37,60",31.0,,4.0,,,,,,3,2.0,Appartement,36.0,2.0,,,
1,29/09/2023,Vente,246950.0,7.0,,RUE,0176,DES ROSEAUX,21120.0,MARCILLY-SUR-TILLE,21,383,,ZI,269,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,756.0
1,04/09/2023,Vente,90000.0,4851.0,,RTE,0370,DU COL,74430.0,BIOT (LE),74,34,,A,1819,,3.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,12/07/2023,Vente,516900.0,25.0,,RUE,6250,ST-ANTOINE,69003.0,LYON 3EME,69,383,,EI,101,,27.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,09/06/2023,Vente,30000.0,,,,B348,TRAVERS DE LA MAGDELEINE,81140.0,PENNE,81,206,,BW,80,,,,,,,,,,,,0,,,,,BT,,24695.0
1,14/04/2023,Vente en l'état futur d'achèvement,317000.0,,,RTE,1500,DE TULLY,74200.0,THONON LES BAINS,74,281,,AJ,580,,55.0,,,,,,,,,,1,,,,,,,
1,11/12/2023,Vente,81650.0,9004.0,,RUE,0010,DU COMMERCE - PAUGNAT,63410.0,CHARBONNIERES-LES-VARENNES,63,92,,AC,340,,,,,,,,,,,,0,1.0,Maison,50.0,1.0,S,,35.0
1,13/01/2023,Vente,3000.0,,,,B293,BOIS BIAIS,16170.0,ROUILLAC,16,286,371.0,B,519,,,,,,,,,,,,0,,,,,BT,,1146.0
1,27/04/2023,Vente,164000.0,5050.0,F,RES,A111,LA BATARELLE,13013.0,MARSEILLE 13EME,13,213,889.0,A,165,,202,"64,35",,,,,,,,,1,2.0,Appartement,64.0,3.0,,,
1,19/10/2023,Vente,180000.0,14.0,,AV,4750,JOHN FIDGERALD KENNEDY,93350.0,LE BOURGET,93,13,,F,219,,47,,,,,,,,,,1,2.0,Appartement,41.0,2.0,,,
1,24/01/2023,Vente,70000000.0,177.0,,RUE,7587,DE LA POMPE,75016.0,PARIS 16,75,116,,ES,43,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1530.0
1,31/08/2023,Vente,612750.0,8.0,,CHE,0160,DE FERRANDIERE,38800.0,CHAMPAGNIER,38,68,,B,1530,,,,,,,,,,,,0,1.0,Maison,121.0,4.0,S,,1001.0
1,22/03/2023,Vente en l'état futur d'achèvement,302053.0,74.0,,RUE,0020,DE BEAUMONT,95560.0,MAFFLIERS,95,353,,AB,132,,131.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,22/11/2023,Vente,270000.0,22.0,,RUE,0300,DE LA MARTELLE,85170.0,POIRE SUR VIE (LE),85,178,,AE,123,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,440.0
1,18/07/2023,Vente,165000.0,15.0,,RUE,6250,PIERRE SEMARD,30000.0,NIMES,30,189,,HA,65,,2.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,17/03/2023,Vente,465500.0,6.0,,RUE,0720,PASTEUR,69740.0,GENAS,69,277,,AR,205,,,,,,,,,,,,0,1.0,Maison,106.0,5.0,S,,316.0
1,11/10/2023,Vente,100000.0,,,,B014,LE BOURG,79110.0,LOUBILLE,79,154,,D,1073,,,,,,,,,,,,0,,,,,T,,3271.0
1,08/02/2023,Vente,188100.0,138.0,,AV,5308,DE LOMBEZ,31300.0,TOULOUSE,31,555,844.0,AN,112,,104.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,31/01/2023,Vente,37000.0,,,,B004,BUISSON AUX RENARDS,10260.0,VAUDES,10,399,,ZC,96,,,,,,,,,,,,0,,,,,S,,1147.0
1,30/08/2023,Vente,570150.0,26.0,,AV,7067,PARMENTIER,75011.0,PARIS 11,75,111,,AZ,73,,10,"42,70",,,,,,,,,1,2.0,Appartement,44.0,2.0,,,
1,20/12/2023,Vente,272000.0,7.0,,RUE,2926.0,DRANEM,75011.0,PARIS 11,75,111,,AT,45,,661,"26,93",690,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,29/08/2023,Vente,450000.0,,,,B282,LES SEMIS DE CHENES,56870.0,BADEN,56,8,,ZT,123,,,,,,,,,,,,0,,,,,P,,2360.0
1,19/10/2023,Vente,380000.0,30.0,,RUE,0587,DE LA PETITE GRILLE,77400.0,SAINT THIBAULT DES VIGNES,77,438,,AH,250,,,,,,,,,,,,0,1.0,Maison,99.0,5.0,S,,266.0
1,13/11/2023,Vente,267900.0,,,,B122,RIEUTORD,7400.0,SAINT-MARTIN-SUR-LAVEZON,7,270,271.0,A,779,,,,,,,,,,,,0,,,,,P,,790.0
1,02/06/2023,Vente,142310.0,,,,B060,LES FORGES,89240.0,EGLENY,89,150,,A,418,,,,,,,,,,,,0,,,,,T,,480.0
1,28/06/2023,Vente,299000.0,38.0,,RUE,4440,DE L HERMET,93400.0,SAINT-OUEN-SUR-SEINE,93,70,,U,64,,51,"66,83",,,,,,,,,1,2.0,Appartement,71.0,3.0,,,
1,29/08/2023,Vente en l'état futur d'achèvement,200000.0,,,RUE,0670,DOUS BOS,64600.0,ANGLET,64,24,,CM,475,,1.0,"62,00",,,,,,,,,1,,,,,,,
1,29/03/2023,Vente,3000.0,,,,B262,LE POIVRE,29640.0,SCRIGNAC,29,275,,E,1007,,,,,,,,,,,,0,,,,,P,,4997.0
1,20/10/2023,Vente,414350.0,,,,B053,LE GRAND MARAIS,80500.0,GUERBIGNY,80,395,,AP,31,,,,,,,,,,,,0,,,,,BP,,363.0
1,10/10/2023,Vente,330700.0,5.0,,,B034,CHIOSU SOPRANU,20110.0,PROPRIANO,2A,249,,AC,29,,,,,,,,,,,,0,1.0,Maison,50.0,3.0,S,,1095.0
1,07/02/2023,Vente,176500.0,,,,B452,CHENAIE DU PONT GUERIN,35380.0,PLELAN-LE-GRAND,35,223,,AC,711,,,,,,,,,,,,0,,,,,AB,,60.0
1,16/10/2023,Vente,130000.0,27.0,,RUE,0030,GEORGES CLEMENCEAU,59680.0,COLLERET,59,151,,C,870,,,,,,,,,,,,0,1.0,Maison,100.0,3.0,S,,109.0
1,20/10/2023,Vente,550000.0,2.0,,RUE,0380,DU GEN DE GAULLE,14910.0,BLONVILLE-SUR-MER,14,79,,AB,301,,2.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,12/07/2023,Vente,26500000.0,36.0,,BD,0856,OLOF PALME,62110.0,HENIN-BEAUMONT,62,427,,BW,94,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,245.0,0.0,S,,7795.0
1,03/03/2023,Vente,515850.0,5171.0,,,B092,BOURGNEUF,35137.0,BEDEE,35,23,,E,521,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,943.0
1,14/12/2023,Vente en l'état futur d'achèvement,317700.0,,,BD,4904,LEON BUREAU,44200.0,NANTES,44,109,,DY,407,,25.0,,,,,,,,,,1,,,,,,,
1,12/07/2023,Vente en l'état futur d'achèvement,181990.0,,,BD,0246,DU PRESIDENT J F KENNEDY,28600.0,LUISANT,28,220,,AK,710,,123.0,,,,,,,,,,1,,,,,,,
1,06/09/2023,Vente,240000.0,32.0,,RUE,0330,LA CONSTITUTION AVRANCHES,50300.0,AVRANCHES,50,25,,AP,397,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,243.0,0.0,S,,158.0
1,01/07/2023,Vente,58500.0,95.0,,RUE,0960,PASTEUR,47200.0,MARMANDE,47,157,,ER,88,,,,,,,,,,,,0,1.0,Maison,63.0,2.0,S,,143.0
2,21/12/2023,Vente,155000.0,,,,B072,TREGOUIN,29270.0,KERGLOFF,29,89,,ZD,14,,,,,,,,,,,,0,,,,,T,,21363.0
1,03/08/2023,Vente,45000.0,116.0,,GR,0180,GRANDE RUE,91510.0,JANVILLE-SUR-JUINE,91,318,,AC,255,,12.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,28/12/2023,Vente,410000.0,1.0,,,B054,KERBIOUARN,29470.0,LOPERHET,29,140,,D,1744,,,,,,,,,,,,0,1.0,Maison,150.0,7.0,S,,500.0
1,03/11/2023,Vente,770000.0,,,,B160,LA GAUDE,38250.0,VILLARD-DE-LANS,38,548,,AR,153,,,,,,,,,,,,0,,,,,S,,12.0
1,09/01/2023,Vente,44590.0,86.0,,RUE,5380,VICTOR GUICHARD,89100.0,SENS,89,387,,AM,119,,73,,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,
1,14/09/2023,Vente,50000.0,1.0,,RES,A080,DE L EUROPE,89000.0,ST GEORGES SUR BAULCHE,89,346,,AN,125,,111.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,20/02/2023,Vente,16600.0,,,,B058,LACAMPAGNE LOUSTAOU,40700.0,SAINT-CRICQ-CHALOSSE,40,253,,E,918,,,,,,,,,,,,0,,,,,AB,,1325.0
1,01/09/2023,Vente,6000.0,,,,B026,LES MARNES,86340.0,LA VILLEDIEU-DU-CLAIN,86,290,,B,647,,,,,,,,,,,,0,,,,,S,,300.0
1,04/04/2023,Vente,32050.0,,,RUE,0200,JULES PAMELARD,59158.0,MORTAGNE-DU-NORD,59,418,,U,306,,,,,,,,,,,,0,,,,,S,,71.0
1,14/06/2023,Vente,15000.0,,,,B076,LE CHENE,44450.0,SAINT-JULIEN-DE-CONCELLES,44,169,,YE,72,,,,,,,,,,,,0,,,,,S,,85.0
1,20/09/2023,Vente,1.0,16.0,,RES,A030,DU MANOIR,50300.0,LE VAL-SAINT-PERE,50,616,,A,875,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,AG,,1241.0
1,09/03/2023,Vente,77000.0,,,,B099,L ANGLE,50890.0,CONDE-SUR-VIRE,50,139,,YA,104,,,,,,,,,,,,0,,,,,S,,500.0
1,31/08/2023,Vente,231600.0,38.0,,RUE,7170,DES PIVOINES,94140.0,ALFORTVILLE,94,2,,S,170,,2.0,,5.0,,6.0,,,,,,3,3.0,Dépendance,0.0,0.0,,,
1,27/07/2023,Vente,355240.0,,,,B023,LE CHATELET,44770.0,PREFAILLES,44,136,,AO,225,,,,,,,,,,,,0,,,,,S,,15.0
1,15/12/2023,Vente terrain à bâtir,53000.0,27.0,,VOIE,0095,NOUVELLE,59470.0,LEDRINGHEM,59,338,,ZC,203,,,,,,,,,,,,0,,,,,AB,,288.0
1,22/03/2023,Vente,193600.0,18.0,,RUE,4140,MAURICE MACCARIO,6000.0,NICE,6,88,,HD,119,,55,,86,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,03/11/2023,Vente,435000.0,,,,B036,LES EYMARIES,24240.0,THENAC,24,549,,A,1467,,,,,,,,,,,,0,,,,,T,,10805.0
1,30/11/2023,Vente,7191.0,,,,B020,BOIS GRANDS,15310.0,FREIX-ANGLARDS,15,72,,AS,22,,,,,,,,,,,,0,,,,,PA,,4403.0
1,28/09/2023,Vente,184000.0,14.0,,RUE,0123,CELINE LECOUFFE,62223.0,SAINT-LAURENT-BLANGY,62,753,,AE,471,,,,,,,,,,,,0,1.0,Maison,83.0,4.0,AB,,104.0
1,04/08/2023,Vente en l'état futur d'achèvement,151600.0,,,,B006,LES BASSES FONTAINES,37200.0,TOURS,37,261,,DE,569,,1113.0,,,,,,,,,,1,,,,,,,
1,30/06/2023,Vente,60.0,,,,B012,CHAMP BOUCHARD,26240.0,BEAUSEMBLANT,26,41,,ZA,250,,,,,,,,,,,,0,,,,,P,,120.0
1,09/10/2023,Vente,639.75,,,,B139,LA GRANGE BESSON,70000.0,VALLEROIS-LORIOZ,70,517,,ZI,10,,,,,,,,,,,,0,,,,,T,,2559.0
1,30/11/2023,Vente,100000.0,1040.0,,,B382,ST ROCH,44160.0,PONTCHATEAU,44,129,,YL,152,,,,,,,,,,,,0,1.0,Maison,66.0,3.0,S,,1103.0
1,24/07/2023,Vente,200220.0,136.0,,RUE,4255,GUILLAUME LEBLANC,33000.0,BORDEAUX,33,63,,HT,104,,13.0,,21.0,"37,01",,,,,,,2,2.0,Appartement,41.0,2.0,,,
1,12/06/2023,Vente,90000.0,22.0,,RUE,0617,AUGUSTIN FRESNEL,13013.0,MARSEILLE 13EME,13,213,879.0,D,233,,157,,,,,,,,,,1,2.0,Appartement,44.0,2.0,,,
1,19/01/2023,Vente,260000.0,15.0,,AV,3745,JEAN JAURES,69007.0,LYON 7EME,69,387,,AD,59,,31.0,"66,14",43.0,,8.0,,,,,,3,3.0,Dépendance,0.0,0.0,,,
1,17/11/2023,Vente,135000.0,12.0,,RUE,0470,DES EPINETTES,37540.0,SAINT CYR SUR LOIRE,37,214,,AP,76,,357.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,20/12/2023,Vente,185000.0,496.0,,RUE,0014,COISEAUX LE BOIS,60510.0,ESSUILES,60,222,,ZH,24,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,S,,500.0
1,07/04/2023,Vente,240000.0,24.0,,RUE,1379,BUISSON ST LOUIS,75010.0,PARIS 10,75,110,,BK,17,,139.0,"27,85",95.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,07/02/2023,Vente,243815.0,107.0,,RUE,0030,ARISTIDE BRIAND,60870.0,VILLERS ST PAUL,60,684,,AC,301,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,479.0
1,24/02/2023,Vente,136000.0,10.0,,RUE,0060,DES BARBIETTES,78711.0,MANTES-LA-VILLE,78,362,,AB,359,,22.0,"67,20",4.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
2,13/01/2023,Vente,80000.0,236.0,,RUE,1140,GEORGES PHILIPPOT,59150.0,WATTRELOS,59,650,,BE,743,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,155.0
1,12/06/2023,Vente,1800.0,,,,B063,LES EPINES NEGRES,17270.0,LE FOUILLOUX,17,167,,AR,238,,,,,,,,,,,,0,,,,,BR,,589.0
1,26/01/2023,Vente,120000.0,18.0,,AV,0193,DU GENERAL DE GAULLE,47320.0,CLAIRAC,47,65,,AB,594,,,,,,,,,,,,0,1.0,Maison,240.0,7.0,S,,385.0
1,12/06/2023,Vente,3500.0,,,,B040,LES CRETS,25560.0,COURVIERES,25,176,,C,23,,,,,,,,,,,,0,,,,,P,,6200.0
1,11/04/2023,Vente,620000.0,15.0,,RLE,1130,DES GLAISES,91220.0,BRETIGNY SUR ORGE,91,103,,AN,985,,,,,,,,,,,,0,,,,,S,,17.0
1,03/10/2023,Vente,375333.0,79.0,,BD,0040,ALBERT 1ER,17200.0,ROYAN,17,306,,AW,90,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,180.0
1,22/05/2023,Vente,388200.0,9.0,,RUE,0023,DES BOUVIERS,26120.0,MONTELIER,26,197,,YE,18,,,,,,,,,,,,0,1.0,Maison,120.0,5.0,S,,1074.0
1,06/11/2023,Vente,133120.0,443.0,,RTE,0045,DU LUY DE FRANCE,40700.0,ARGELOS,40,7,,B,439,,,,,,,,,,,,0,1.0,Maison,161.0,6.0,S,,420.0
1,21/09/2023,Vente,11000.0,65.0,,AV,1180,HENRI BARBUSSE,93150.0,LE BLANC-MESNIL,93,7,,AW,1242,,23,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,06/07/2023,Vente,8000.0,,,,B355,LA TRAVERSE,73500.0,VAL CENIS,73,290,56.0,G,495,,,,,,,,,,,,0,,,,,T,,390.0
1,08/03/2023,Vente,79250.0,,,,B204,PONTOUR BAS,24120.0,TERRASSON LAVILLEDIEU,24,547,,AE,858,,,,,,,,,,,,0,,,,,S,,5.0
1,15/09/2023,Vente,2476800.0,2.0,B,RUE,1471,DE LA COUTURE DU MOULIN,94320.0,THIAIS,94,73,,I,211,,,,,,,,,,,,0,,,,,AB,,2318.0
1,29/11/2023,Vente,396500.0,359.0,,BD,0103,DE BEAUREGARD,83490.0,LE MUY,83,86,,AE,351,,,,,,,,,,,,0,1.0,Maison,88.0,4.0,S,,557.0
1,22/12/2023,Vente,205000.0,,,RUE,0200,DES TROIS MAILLETS,77133.0,MACHAULT,77,266,,F,459,,9.0,,,,,,,,,,1,,,,,J,POTAG,25.0
1,26/06/2023,Vente,24363.6,,,,B050,LE PUYAU,65300.0,UGLAS,65,456,,D,713,,,,,,,,,,,,0,,,,,T,,5676.0
1,14/09/2023,Vente,85000.0,3.0,,RUE,0015,DE BEAULIEU,61300.0,CRULAI,61,140,,AA,2,,,,,,,,,,,,0,1.0,Maison,120.0,4.0,S,,62.0
1,24/01/2023,Vente,371000.0,44.0,,RUE,0468,DU GENERAL J MAUNOURY,77100.0,MEAUX,77,284,,CB,247,,,,,,,,,,,,0,1.0,Maison,113.0,5.0,S,,91.0
1,19/12/2023,Vente,36000.0,31.0,X,RTE,0561,DES CHATELAINES,89200.0,AVALLON,89,25,,D,7,,8.0,"36,03",,,,,,,,,1,2.0,Appartement,40.0,2.0,,,
1,30/11/2023,Vente,45000.0,,,,B021,LA CAROLERIE,18140.0,SANCERGUES,18,240,,C,1267,,,,,,,,,,,,0,,,,,T,,350.0
1,24/04/2023,Vente,85000.0,8001.0,,RES,A692,LIBER PLOCOSTE,97139.0,LES ABYMES,971,1,,CL,223,,58.0,"56,80",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,26/01/2023,Vente,2000.0,,,,B025,LES COULEES,16100.0,BOUTIERS-SAINT-TROJAN,16,58,,AN,51,,,,,,,,,,,,0,,,,,J,,410.0
1,26/06/2023,Vente,4900000.0,125.0,,AV,1166,GALILEE,13290.0,AIX EN PROVENCE,13,1,,KV,124,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,358.0,0.0,S,,4365.0
1,05/01/2023,Vente,55000.0,179.0,,RUE,0295,JOSEPH TREDEZ,59167.0,LALLAING,59,327,,AA,18,,,,,,,,,,,,0,1.0,Maison,55.0,2.0,J,,769.0
1,31/01/2023,Vente,14501.25,,,,B107,LES ETANGS,3120.0,ARFEUILLES,3,6,,BC,144,,,,,,,,,,,,0,,,,,T,,16028.0
1,16/05/2023,Vente,253560.0,10.0,,RUE,1794,DE LA PETITE VILLE,49540.0,LYS-HAUT-LAYON,49,373,142.0,ZH,78,,,,,,,,,,,,0,1.0,Maison,126.0,5.0,J,POTAG,4630.0
1,12/04/2023,Vente,200000.0,102.0,,RUE,0200,DU GABION,42340.0,VEAUCHE,42,323,,ZC,227,,,,,,,,,,,,0,1.0,Maison,84.0,4.0,S,,516.0
1,07/09/2023,Vente,388000.0,11.0,,ALL,8180,ROUGET DE LISLE,93130.0,NOISY-LE-SEC,93,53,,E,271,,,,,,,,,,,,0,1.0,Maison,97.0,4.0,S,,259.0
1,28/11/2023,Vente,155000.0,16.0,,RUE,0020,DES FONTETES,66800.0,SAILLAGOUSE,66,167,,AD,172,,,,,,,,,,,,0,2.0,Appartement,90.0,4.0,S,,528.0
1,24/03/2023,Vente,124500.0,8.0,,RUE,0091,DE LA BUSTIERE,45400.0,FLEURY LES AUBRAIS,45,147,,AM,1390,,64.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,01/12/2023,Vente,182000.0,84.0,,RUE,0010,ARISTIDE BRIAND,60000.0,GOINCOURT,60,277,,AB,40,,,,,,,,,,,,0,1.0,Maison,87.0,5.0,S,,374.0
1,17/05/2023,Vente,177000.0,17.0,,RUE,0440,DE BEAUFFORT,62000.0,ARRAS,62,41,,BD,63,,223.0,,246.0,"67,55",,,,,,,2,2.0,Appartement,71.0,3.0,,,
1,17/07/2023,Vente,18000.0,,,,B040,MAURE,42130.0,MARCILLY-LE-CHATEL,42,134,,A,1275,,,,,,,,,,,,0,,,,,BR,EPICE,1760.0
1,26/09/2023,Vente,620760.0,180.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,33,529,,BV,372,,51.0,,,,,,,,,,1,2.0,Appartement,11.0,0.0,,,
2,30/06/2023,Vente,12900.0,,,,B026,LE VILLAGE SUD,78940.0,QUEUE-LES-YVELINES (LA),78,513,,T,207,,,,,,,,,,,,0,,,,,S,,43.0
1,02/01/2023,Vente,83695.0,,,,B009,LA BIROYE,54115.0,BEUVEZIN,54,68,,ZE,11,,,,,,,,,,,,0,,,,,P,,4710.0
1,28/12/2023,Vente,650000.0,161.0,,RUE,2285,JEAN JAURES,29200.0,BREST,29,19,,BT,6,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,440.0
1,06/10/2023,Vente en l'état futur d'achèvement,5682618.0,,,,,,,RENNES,35,238,,DS,64,,111.0,,,,,,,,,,1,,,,,,,
1,24/05/2023,Vente,80000.0,36.0,,RUE,0080,NATIONALE,49400.0,VILLEBERNIER,49,374,,A,1078,,,,,,,,,,,,0,1.0,Maison,54.0,2.0,S,,137.0
1,07/07/2023,Vente,170000.0,2.0,,RUE,1230,DU CHATEAU,59200.0,TOURCOING,59,599,,BR,40,,,,,,,,,,,,0,2.0,Appartement,29.0,2.0,S,,49.0
1,27/09/2023,Vente,17500.0,,,,B136,LE GRAND PRE,44170.0,MARSAC-SUR-DON,44,91,,ZC,40,,,,,,,,,,,,0,,,,,P,,260.0
1,19/12/2023,Vente,114513.0,25.0,,RUE,0410,LACHAUX,78120.0,RAMBOUILLET,78,517,,AE,41,,12.0,,14.0,"24,75",,,,,,,2,2.0,Appartement,30.0,2.0,,,
1,19/09/2023,Vente,20000.0,,,,C006,LES POINTES,50850.0,GER,50,200,,C,1871,,,,,,,,,,,,0,,,,,BT,,107.0
1,13/03/2023,Vente,137000.0,13.0,,RUE,0790,DE GENEVE,85200.0,FONTENAY-LE-COMTE,85,92,,AL,185,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,360.0
